Filename,Instance,Assignments,Total_Profit
gap9.txt,1,"[0, 4, 9, 0, 2, 0, 9, 2, 1, 5, 8, 4, 6, 5, 1, 0, 3, 5, 8, 8, 1, 4, 6, 5, 3, 9, 7, 7, 7, 6]",709
gap9.txt,2,"[2, 8, 3, 4, 1, 6, 5, 0, 3, 3, 5, 8, 2, 9, 4, 2, 7, 7, 1, 3, 9, 0, 4, 6, 8, 9, 0, 4, 2, 6]",717
gap9.txt,3,"[5, 4, 6, 2, 0, 3, 7, 4, 4, 8, 9, 3, 6, 7, 1, 5, 3, 1, 8, 9, 2, 1, 6, 5, 7, 6, 3, 5, 0, 2]",712
gap9.txt,4,"[6, 0, 8, 7, 4, 9, 6, 1, 0, 2, 7, 9, 3, 1, 4, 5, 3, 1, 2, 5, 4, 3, 4, 5, 6, 2, 8, 3, 8, 1]",723
gap9.txt,5,"[2, 9, 0, 6, 3, 0, 2, 5, 3, 7, 6, 1, 9, 1, 5, 6, 7, 2, 8, 7, 8, 2, 4, 1, 5, 7, 9, 1, 3, 4]",706
gap10.txt,1,"[2, 6, 0, 5, 4, 5, 4, 7, 7, 3, 2, 1, 8, 9, 2, 6, 9, 2, 6, 5, 5, 1, 0, 7, 3, 1, 3, 7, 8, 3, 0, 4, 9, 8, 3, 1, 6, 5, 5, 4]",958
gap10.txt,2,"[5, 7, 9, 4, 4, 5, 3, 2, 6, 0, 5, 2, 7, 4, 7, 3, 5, 9, 6, 6, 6, 1, 9, 2, 8, 7, 0, 1, 4, 7, 5, 2, 8, 1, 0, 0, 9, 8, 3, 6]",963
gap10.txt,3,"[8, 9, 3, 0, 1, 7, 2, 9, 7, 6, 0, 8, 1, 7, 3, 5, 6, 7, 6, 5, 0, 1, 5, 4, 9, 5, 3, 9, 5, 6, 3, 4, 8, 1, 2, 4, 8, 6, 6, 2]",960
gap10.txt,4,"[6, 0, 8, 0, 7, 7, 9, 0, 6, 0, 3, 5, 5, 2, 2, 5, 1, 3, 8, 4, 8, 5, 7, 2, 3, 8, 6, 7, 1, 1, 3, 3, 4, 6, 0, 3, 8, 9, 9, 1]",947
gap10.txt,5,"[7, 7, 1, 2, 5, 9, 2, 6, 3, 0, 6, 9, 1, 3, 7, 5, 1, 4, 3, 6, 0, 5, 4, 7, 2, 6, 5, 9, 6, 2, 7, 8, 8, 4, 4, 1, 4, 4, 8, 0]",947
gap11.txt,1,"[2, 0, 0, 2, 8, 1, 8, 4, 3, 5, 3, 9, 7, 7, 1, 4, 7, 0, 4, 5, 3, 6, 4, 6, 7, 8, 8, 9, 5, 2, 6, 3, 3, 1, 0, 8, 9, 1, 8, 7, 3, 5, 0, 2, 5, 9, 1, 4, 3, 6]",1139
gap11.txt,2,"[0, 5, 1, 3, 1, 3, 3, 6, 2, 9, 5, 1, 9, 1, 5, 7, 2, 2, 0, 5, 3, 4, 0, 7, 6, 4, 8, 8, 0, 8, 7, 8, 3, 4, 9, 9, 0, 3, 4, 9, 6, 5, 0, 2, 4, 7, 9, 2, 8, 7]",1178
gap11.txt,3,"[5, 4, 0, 6, 0, 4, 9, 8, 3, 1, 2, 3, 7, 2, 2, 2, 5, 5, 7, 6, 7, 6, 9, 6, 0, 9, 9, 0, 6, 1, 6, 1, 4, 8, 3, 4, 9, 8, 8, 2, 1, 7, 1, 7, 3, 8, 7, 9, 9, 0]",1195
gap11.txt,4,"[8, 4, 6, 2, 8, 6, 0, 0, 2, 1, 1, 4, 4, 5, 5, 9, 6, 3, 9, 3, 3, 3, 6, 7, 8, 2, 4, 9, 7, 1, 8, 2, 1, 6, 8, 5, 7, 7, 0, 5, 5, 1, 9, 1, 7, 0, 5, 1, 0, 2]",1171
gap11.txt,5,"[7, 0, 2, 7, 3, 9, 0, 1, 6, 9, 1, 4, 3, 6, 0, 1, 0, 0, 9, 8, 0, 6, 7, 6, 7, 6, 7, 5, 4, 3, 9, 1, 4, 0, 2, 9, 3, 8, 4, 2, 4, 3, 3, 5, 5, 2, 2, 7, 5, 8]",1171
gap12.txt,1,"[7, 4, 2, 7, 3, 9, 3, 6, 5, 1, 4, 0, 6, 5, 6, 1, 1, 6, 4, 9, 0, 3, 2, 8, 4, 2, 3, 0, 2, 3, 2, 0, 5, 6, 4, 4, 5, 7, 2, 0, 0, 9, 7, 8, 8, 5, 2, 0, 6, 5, 9, 8, 1, 3, 8, 9, 3, 1, 7, 8]",1451
gap12.txt,2,"[2, 0, 0, 7, 6, 8, 7, 1, 6, 8, 9, 2, 5, 2, 9, 9, 7, 8, 2, 5, 8, 5, 9, 9, 4, 0, 1, 8, 2, 0, 3, 1, 7, 0, 2, 3, 4, 5, 0, 9, 1, 6, 1, 1, 6, 9, 7, 3, 4, 8, 1, 7, 3, 2, 5, 6, 4, 0, 4, 3]",1449
gap12.txt,3,"[6, 1, 9, 3, 4, 3, 3, 4, 7, 7, 5, 8, 2, 8, 0, 4, 9, 2, 2, 7, 5, 5, 9, 9, 4, 7, 0, 2, 8, 1, 0, 5, 0, 6, 8, 9, 4, 1, 3, 3, 2, 7, 6, 9, 6, 3, 1, 6, 8, 5, 7, 0, 0, 8, 1, 5, 4, 1, 0, 2]",1433
gap12.txt,4,"[4, 5, 4, 2, 2, 2, 0, 0, 2, 3, 5, 7, 7, 2, 5, 0, 3, 8, 8, 0, 4, 5, 7, 0, 8, 1, 1, 9, 6, 1, 0, 6, 6, 0, 7, 1, 3, 8, 6, 6, 3, 5, 9, 8, 7, 7, 9, 6, 5, 2, 1, 2, 8, 3, 9, 1, 3, 3, 4, 9]",1447
gap12.txt,5,"[0, 1, 7, 9, 4, 5, 2, 5, 2, 6, 1, 0, 2, 2, 0, 6, 3, 1, 9, 0, 5, 3, 5, 1, 3, 1, 4, 6, 5, 4, 4, 8, 7, 9, 3, 1, 2, 4, 5, 8, 0, 6, 6, 7, 8, 7, 9, 4, 7, 8, 3, 1, 3, 6, 6, 0, 8, 9, 2, 4]",1446
